Game,Owners,Price,_id,developer,genre,release date,reviews
DRAGON BALL XENOVERSE 2,"500,000 - 1,000,000",49.99,60c18a9bb726da3db502b4eb,"QLOC,DIMPS","Action,Adventure,Casual,Massively Multiplayer",2016-10-27T00:00:00.000Z, 78% 
Frostpunk,"2,000,000 - 5,000,000",29.99,60c18a9bb726da3db502b4ec,11 bit studios,"Simulation,Strategy",2018-04-24T00:00:00.000Z, 86% 
Fable Anniversary,"500,000 - 1,000,000",34.99,60c18a9bb726da3db502b4ed,Lionhead Studios,RPG,2014-09-12T00:00:00.000Z, 77% 
PC Building Simulator,"1,000,000 - 2,000,000",19.99,60c18a9bb726da3db502b4ee,"Claudiu Kiss,The Irregular Corporation","Indie,Simulation",2019-01-29T00:00:00.000Z, 88% 
DiRT Rally 2.0,"1,000,000 - 2,000,000",59.99,60c18a9bb726da3db502b4ef,Codemasters,"Racing,Simulation,Sports",2019-02-25T00:00:00.000Z, 64% 
Scrap Mechanic,"5,000,000 - 10,000,000",19.99,60c18a9bb726da3db502b4f0,Axolot Games,"Action,Adventure,Indie,Simulation,Early Access",2016-01-19T00:00:00.000Z, 84% 
Prison Architect,"2,000,000 - 5,000,000",29.99,60c18a9bb726da3db502b4f1,Introversion Software,"Indie,Simulation,Strategy",2015-10-06T00:00:00.000Z, 93% 
Bloons TD 6,"2,000,000 - 5,000,000",9.99,60c18a9bb726da3db502b4f2,Ninja Kiwi,Strategy,2018-12-17T00:00:00.000Z, 68% 
The Universim,"200,000 - 500,000",29.99,60c18a9bb726da3db502b4f3,Crytivo,"Indie,Simulation,Strategy,Early Access",2018-08-28T00:00:00.000Z, 73% 
Sniper Elite 4,"2,000,000 - 5,000,000",59.99,60c18a9bb726da3db502b4f4,Rebellion,"Action,Adventure",2017-02-13T00:00:00.000Z, 85% 
SCUM,"2,000,000 - 5,000,000",19.99,60c18a9bb726da3db502b4f5,"Gamepires,Croteam","Action,Adventure,Indie,Massively Multiplayer,Early Access",2018-08-29T00:00:00.000Z, 64% 
Golf With Your Friends,"1,000,000 - 2,000,000",5.99,60c18a9bb726da3db502b4f6,Blacklight Interactive,"Casual,Indie,Sports,Early Access",2016-01-29T00:00:00.000Z, 89% 
Company of Heroes 2,"2,000,000 - 5,000,000",19.99,60c18a9bb726da3db502b4f7,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",Strategy,2013-06-25T00:00:00.000Z, 74% 
Pummel Party,"2,000,000 - 5,000,000",14.99,60c18a9bb726da3db502b4f8,Rebuilt Games,"Action,Casual,Indie",2018-09-20T00:00:00.000Z, 82% 
The Isle,"1,000,000 - 2,000,000",19.99,60c18a9bb726da3db502b4f9,Afterthought LLC,"Action,Adventure,Indie,Massively Multiplayer,Simulation,Early Access",2015-12-01T00:00:00.000Z, 69% 
"Hot Dogs, Horseshoes & Hand Grenades","500,000 - 1,000,000",19.99,60c18a9bb726da3db502b4fa,RUST LTD.,"Action,Indie,Simulation,Early Access",2016-04-05T00:00:00.000Z, 96% 
Project CARS 2,"1,000,000 - 2,000,000",59.99,60c18a9bb726da3db502b4fb,Slightly Mad Studios,Racing,2017-09-21T00:00:00.000Z, 71% 
Euro Truck Simulator 2,"5,000,000 - 10,000,000",19.99,60c18a9bb726da3db502b4fc,SCS Software,"Indie,Simulation",2012-10-12T00:00:00.000Z, 96% 
Killing Floor 2,"2,000,000 - 5,000,000",29.99,60c18a9bb726da3db502b4fd,Tripwire Interactive,Action,2016-11-18T00:00:00.000Z, 89% 
Slime Rancher,"1,000,000 - 2,000,000",19.99,60c18a9bb726da3db502b4fe,Monomi Park,"Action,Adventure,Indie,Simulation",2017-08-01T00:00:00.000Z, 96% 
Rising Storm 2: Vietnam,"1,000,000 - 2,000,000",24.99,60c18a9bb726da3db502b4ff,"Antimatter Games,Tripwire Interactive","Action,Massively Multiplayer,Simulation,Strategy",2017-05-30T00:00:00.000Z, 80% 
The Binding of Isaac: Rebirth,"2,000,000 - 5,000,000",14.99,60c18a9bb726da3db502b500,"Nicalis, Inc.",Action,2014-11-04T00:00:00.000Z, 97% 
ASTRONEER,"2,000,000 - 5,000,000",29.99,60c18a9bb726da3db502b501,System Era Softworks,"Adventure,Indie",2016-12-16T00:00:00.000Z, 84% 
Elite Dangerous,"2,000,000 - 5,000,000",29.99,60c18a9bb726da3db502b502,Frontier Developments,"Action,Adventure,Massively Multiplayer,RPG,Simulation,Strategy",2015-04-02T00:00:00.000Z, 68% 
Portal 2,"10,000,000 - 20,000,000",9.99,60c18a9bb726da3db502b503,Valve,"Action,Adventure",2011-04-18T00:00:00.000Z, 98% 
Oxygen Not Included,"1,000,000 - 2,000,000",24.99,60c18a9bb726da3db502b504,Klei Entertainment,"Indie,Simulation,Early Access",2017-05-18T00:00:00.000Z, 93% 
BeamNG.drive,"2,000,000 - 5,000,000",24.99,60c18a9bb726da3db502b505,BeamNG,"Racing,Simulation,Early Access",2015-05-29T00:00:00.000Z, 89% 
DCS World Steam Edition,"2,000,000 - 5,000,000",0,60c18a9bb726da3db502b506,Eagle Dynamics SA,"Free to Play,Simulation",2013-03-18T00:00:00.000Z, 76% 
Forager,"500,000 - 1,000,000",19.99,60c18a9bb726da3db502b507,HopFrog,"Action,Adventure,Indie,Simulation",2019-04-18T00:00:00.000Z, 87% 
Albion Online,"1,000,000 - 2,000,000",0,60c18a9bb726da3db502b508,Sandbox Interactive GmbH,"Free to Play,Massively Multiplayer,RPG",2017-07-17T00:00:00.000Z, 54% 
Car Mechanic Simulator 2018,"1,000,000 - 2,000,000",19.99,60c18a9bb726da3db502b509,Red Dot Games,"Racing,Simulation",2017-07-28T00:00:00.000Z, 76% 
Pavlov VR,"1,000,000 - 2,000,000",9.99,60c18a9bb726da3db502b50a,davevillz,"Action,Indie,Early Access",2017-02-27T00:00:00.000Z, 89% 
Left 4 Dead 2,"20,000,000 - 50,000,000",9.99,60c18a9bb726da3db502b50b,Valve,Action,2009-11-16T00:00:00.000Z, 96% 
Yu-Gi-Oh! Duel Links,"2,000,000 - 5,000,000",0,60c18a9bb726da3db502b50c,Konami Digital Entertainment,"Free to Play,Strategy",2017-11-16T00:00:00.000Z, 75% 
Wreckfest,"1,000,000 - 2,000,000",44.99,60c18a9bb726da3db502b50d,Bugbear,"Action,Indie,Racing,Simulation,Sports",2018-06-14T00:00:00.000Z, 77% 
"Conqueror's Blade","2,000,000 - 5,000,000",0,60c18a9bb726da3db502b50e,Booming Games,"Action,Free to Play,Massively Multiplayer,Strategy",2019-05-30T00:00:00.000Z, 46% 
Kenshi,"1,000,000 - 2,000,000",29.99,60c18a9bb726da3db502b50f,Lo-Fi Games,"Action,Indie,RPG,Simulation,Strategy",2018-12-06T00:00:00.000Z, 88% 
Crossout,"2,000,000 - 5,000,000",0,60c18a9bb726da3db502b510,Targem Games,"Action,Free to Play,Massively Multiplayer,Racing",2017-07-26T00:00:00.000Z, 66% 
Subnautica,"2,000,000 - 5,000,000",24.99,60c18a9bb726da3db502b511,Unknown Worlds Entertainment,"Adventure,Indie",2018-01-23T00:00:00.000Z, 94% 
Wallpaper Engine,"10,000,000 - 20,000,000",3.99,60c18a9bb726da3db502b512,Kristjan Skutta,"Animation & Modeling,Design & Illustration,Utilities",2018-11-16T00:00:00.000Z, 96% 
Subnautica: Below Zero,"1,000,000 - 2,000,000",19.99,60c18a9bb726da3db502b513,Unknown Worlds Entertainment,"Adventure,Indie,Early Access",2019-01-30T00:00:00.000Z, 89% 
7 Days to Die,"5,000,000 - 10,000,000",24.99,60c18a9bb726da3db502b514,The Fun Pimps,"Action,Adventure,Indie,RPG,Simulation,Strategy,Early Access",2013-12-13T00:00:00.000Z, 77% 
Fallout: New Vegas,"500,000 - 1,000,000",9.99,60c18a9bb726da3db502b515,Obsidian Entertainment,"Action,RPG",2010-10-19T00:00:00.000Z, 95% 
Surviving Mars,"1,000,000 - 2,000,000",29.99,60c18a9bb726da3db502b516,Haemimont Games,"Simulation,Strategy",2018-03-15T00:00:00.000Z, 71% 
Europa Universalis IV,"2,000,000 - 5,000,000",39.99,60c18a9bb726da3db502b517,Paradox Development Studio,"Simulation,Strategy",2013-08-13T00:00:00.000Z, 82% 
Slay the Spire,"2,000,000 - 5,000,000",24.99,60c18a9bb726da3db502b518,Mega Crit Games,"Indie,Strategy",2019-01-23T00:00:00.000Z, 96% 
PAYDAY 2,"10,000,000 - 20,000,000",9.99,60c18a9bb726da3db502b519,OVERKILL - a Starbreeze Studio.,"Action,RPG",2013-08-13T00:00:00.000Z, 84% 
Insurgency: Sandstorm,"1,000,000 - 2,000,000",29.99,60c18a9bb726da3db502b51a,New World Interactive,Action,2018-12-12T00:00:00.000Z, 75% 
Deep Rock Galactic,"2,000,000 - 5,000,000",29.99,60c18a9bb726da3db502b51b,Ghost Ship Games,"Action,Indie,Early Access",2018-02-28T00:00:00.000Z, 93% 
"No Man's Sky","5,000,000 - 10,000,000",59.99,60c18a9bb726da3db502b51c,Hello Games,"Action,Adventure",2016-08-12T00:00:00.000Z, 51% 
Tabletop Simulator,"2,000,000 - 5,000,000",19.99,60c18a9bb726da3db502b51d,Berserk Games,"Casual,Indie,RPG,Simulation,Strategy",2015-06-05T00:00:00.000Z, 93% 
Space Engineers,"2,000,000 - 5,000,000",19.99,60c18a9bb726da3db502b51e,Keen Software House,"Action,Indie,Simulation,Strategy",2019-02-28T00:00:00.000Z, 87% 
Blade and Sorcery,"1,000,000 - 2,000,000",19.99,60c18a9bb726da3db502b51f,WarpFrog,"Action,Adventure,Indie,RPG,Simulation,Early Access",2018-12-11T00:00:00.000Z, 87% 
Raft,"5,000,000 - 10,000,000",19.99,60c18a9bb726da3db502b520,Redbeet Interactive,"Adventure,Indie,Simulation,Early Access",2018-05-23T00:00:00.000Z, 78% 
Factorio,"2,000,000 - 5,000,000",30,60c18a9bb726da3db502b521,Wube Software LTD.,"Casual,Indie,Simulation,Strategy,Early Access",2016-02-25T00:00:00.000Z, 98% 
Total War: WARHAMMER,"2,000,000 - 5,000,000",59.99,60c18a9bb726da3db502b522,"CREATIVE ASSEMBLY,Feral Interactive (Linux),Feral Interactive (Mac)","Action,Strategy",2016-05-24T00:00:00.000Z, 75% 
"Garry's Mod","20,000,000 - 50,000,000",9.99,60c18a9bb726da3db502b523,Facepunch Studios,"Indie,Simulation",2006-11-29T00:00:00.000Z, 95% 
Brawlhalla,"20,000,000 - 50,000,000",0,60c18a9bb726da3db502b524,Blue Mammoth Games,"Action,Free to Play,Indie",2017-10-17T00:00:00.000Z, 83% 
World of Warships,"5,000,000 - 10,000,000",0,60c18a9bb726da3db502b525,Wargaming Group Limited,"Action,Free to Play,Massively Multiplayer,Simulation",2017-11-15T00:00:00.000Z, 71% 
Coming Out on Top,"50,000 - 100,000",14.99,60c18a9bb726da3db502b526,Obscurasoft,"Casual,Indie,Simulation",2014-12-10T00:00:00.000Z, 94% 
"Don't Starve Together","10,000,000 - 20,000,000",14.99,60c18a9bb726da3db502b527,Klei Entertainment,"Adventure,Indie,Simulation",2016-04-21T00:00:00.000Z, 96% 
Crusader Kings II,"2,000,000 - 5,000,000",39.99,60c18a9bb726da3db502b528,Paradox Development Studio,"RPG,Simulation,Strategy",2012-02-14T00:00:00.000Z, 90% 
Conan Exiles,"1,000,000 - 2,000,000",39.99,60c18a9bb726da3db502b529,Funcom,"Action,Adventure,Massively Multiplayer,RPG,Simulation,Strategy",2018-05-08T00:00:00.000Z, 69% 
Barotrauma,"500,000 - 1,000,000",29.99,60c18a9bb726da3db502b52a,"FakeFish,Undertow Games","Action,Indie,Simulation,Strategy,Early Access",2019-06-05T00:00:00.000Z, 76% 
Kingdom Come: Deliverance,"2,000,000 - 5,000,000",29.99,60c18a9bb726da3db502b52b,Warhorse Studios,"Action,Adventure,RPG",2018-02-13T00:00:00.000Z, 74% 
The Forest,"5,000,000 - 10,000,000",19.99,60c18a9bb726da3db502b52c,Endnight Games Ltd,"Action,Adventure,Indie,Simulation",2018-04-30T00:00:00.000Z, 92% 
Overcooked! 2,"1,000,000 - 2,000,000",24.99,60c18a9bb726da3db502b52d,"Ghost Town Games Ltd.,Team17 Digital Ltd","Action,Casual,Indie",2018-08-07T00:00:00.000Z, 81% 
Warhammer: Vermintide 2,"2,000,000 - 5,000,000",29.99,60c18a9bb726da3db502b52e,Fatshark,Action,2018-03-08T00:00:00.000Z, 75% 
Mortal Kombat 11,"1,000,000 - 2,000,000",59.99,60c18a9bb726da3db502b52f,"NetherRealm Studios,QLOC,Shiver",Action,2019-04-23T00:00:00.000Z, 59% 
Squad,"1,000,000 - 2,000,000",39.99,60c18a9bb726da3db502b530,Offworld Industries,"Action,Indie,Strategy,Early Access",2015-12-14T00:00:00.000Z, 83% 
Terraria,"20,000,000 - 50,000,000",9.99,60c18a9bb726da3db502b531,Re-Logic,"Action,Adventure,Indie,RPG",2011-05-16T00:00:00.000Z, 96% 
Kerbal Space Program,"2,000,000 - 5,000,000",39.99,60c18a9bb726da3db502b532,Squad,"Indie,Simulation",2015-04-27T00:00:00.000Z, 90% 
Hearts of Iron IV,"2,000,000 - 5,000,000",39.99,60c18a9bb726da3db502b533,Paradox Development Studio,"Simulation,Strategy",2016-06-06T00:00:00.000Z, 86% 
RimWorld,"2,000,000 - 5,000,000",34.99,60c18a9bb726da3db502b534,Ludeon Studios,"Indie,Simulation,Strategy",2018-10-17T00:00:00.000Z, 97% 
Stardew Valley,"5,000,000 - 10,000,000",14.99,60c18a9bb726da3db502b535,ConcernedApe,"Indie,RPG,Simulation",2016-02-26T00:00:00.000Z, 96% 
ARK: Survival Evolved,"5,000,000 - 10,000,000",49.99,60c18a9bb726da3db502b536,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC","Action,Adventure,Indie,Massively Multiplayer,RPG",2017-08-27T00:00:00.000Z, 69% 
Arma 3,"5,000,000 - 10,000,000",57.98,60c18a9bb726da3db502b537,Bohemia Interactive,"Action,Simulation,Strategy",2013-09-12T00:00:00.000Z, 89% 
Divinity: Original Sin 2 - Definitive Edition,"5,000,000 - 10,000,000",44.99,60c18a9bb726da3db502b538,Larian Studios,"Adventure,RPG,Strategy",2017-09-14T00:00:00.000Z, 94% 
Risk of Rain 2,"5,000,000 - 10,000,000",19.99,60c18a9bb726da3db502b539,Hopoo Games,"Action,Indie,Early Access",2019-03-28T00:00:00.000Z, 94% 
Team Fortress 2,"50,000,000 - 100,000,000",0,60c18a9bb726da3db502b53a,Valve,"Action,Free to Play",2007-10-10T00:00:00.000Z, 93% 
Beat Saber,"2,000,000 - 5,000,000",29.99,60c18a9bb726da3db502b53b,Beat Games,Indie,2019-05-21T00:00:00.000Z, 93% 
War Thunder,"20,000,000 - 50,000,000",0,60c18a9bb726da3db502b53c,Gaijin Entertainment,"Action,Free to Play,Massively Multiplayer,Simulation",2013-08-15T00:00:00.000Z, 78% 
Dead by Daylight,"10,000,000 - 20,000,000",19.99,60c18a9bb726da3db502b53d,Behaviour Digital Inc.,Action,2016-06-14T00:00:00.000Z, 76% 
Dying Light,"5,000,000 - 10,000,000",39.99,60c18a9bb726da3db502b53e,Techland,"Action,RPG",2015-01-26T00:00:00.000Z, 92% 
Borderlands: The Pre-Sequel,"2,000,000 - 5,000,000",39.99,60c18a9bb726da3db502b53f,"2K Australia,Gearbox Software,Aspyr (Mac),Aspyr (Linux)","Action,RPG",2014-10-14T00:00:00.000Z, 80% 
Cities: Skylines,"5,000,000 - 10,000,000",29.99,60c18a9bb726da3db502b540,Colossal Order Ltd.,"Simulation,Strategy",2015-03-10T00:00:00.000Z, 91% 
Stellaris,"2,000,000 - 5,000,000",39.99,60c18a9bb726da3db502b541,Paradox Development Studio,"Simulation,Strategy",2016-05-09T00:00:00.000Z, 77% 
American Truck Simulator,"2,000,000 - 5,000,000",19.99,60c18a9bb726da3db502b542,SCS Software,"Indie,Simulation",2016-02-02T00:00:00.000Z, 92% 
Total War: WARHAMMER II,"2,000,000 - 5,000,000",59.99,60c18a9bb726da3db502b543,"CREATIVE ASSEMBLY,Feral Interactive (Mac),Feral Interactive (Linux)","Action,Strategy",2017-09-28T00:00:00.000Z, 85% 
Hell Let Loose,"1,000,000 - 2,000,000",29.99,60c18a9bb726da3db502b544,Black Matter Pty Ltd,"Action,Indie,Simulation,Strategy,Early Access",2019-06-06T00:00:00.000Z, 72% 
Black Desert Online,"5,000,000 - 10,000,000",9.99,60c18a9bb726da3db502b545,Pearl Abyss,"Action,Adventure,Massively Multiplayer,RPG,Simulation,Strategy",2017-05-24T00:00:00.000Z, 64% 
The Elder Scrolls V: Skyrim Special Edition,"2,000,000 - 5,000,000",39.99,60c18a9bb726da3db502b546,Bethesda Game Studios,RPG,2016-10-27T00:00:00.000Z, 83% 
Fallout 4,"5,000,000 - 10,000,000",29.99,60c18a9bb726da3db502b547,Bethesda Game Studios,RPG,2015-11-09T00:00:00.000Z, 70% 
Rust,"20,000,000 - 50,000,000",34.99,60c18a9bb726da3db502b548,Facepunch Studios,"Action,Adventure,Indie,Massively Multiplayer,RPG",2018-02-08T00:00:00.000Z, 80% 
Grand Theft Auto V,"20,000,000 - 50,000,000",29.99,60c18a9bb726da3db502b549,Rockstar North,"Action,Adventure",2015-04-14T00:00:00.000Z, 70% 
Warframe,"20,000,000 - 50,000,000",19.99,60c18a9bb726da3db502b54a,Digital Extremes,"Action,Free to Play",2013-03-25T00:00:00.000Z, 91% 
MORDHAU,"2,000,000 - 5,000,000",29.99,60c18a9bb726da3db502b54b,Triternion,"Action,Indie",2019-04-29T00:00:00.000Z, 73% 
Total War: THREE KINGDOMS,"2,000,000 - 5,000,000",59.99,60c18a9bb726da3db502b54c,"CREATIVE ASSEMBLY,Feral Interactive (Mac),Feral Interactive (Linux)","Action,Strategy",2019-05-23T00:00:00.000Z, 83% 
FINAL FANTASY XIV Online,"2,000,000 - 5,000,000",19.99,60c18a9bb726da3db502b54d,Square Enix,"Massively Multiplayer,RPG",2014-02-18T00:00:00.000Z, 81% 
Borderlands 2,"10,000,000 - 20,000,000",19.99,60c18a9bb726da3db502b54e,"Gearbox Software,Aspyr (Mac),Aspyr (Linux)","Action,RPG",2012-09-17T00:00:00.000Z, 96% 
Path of Exile,"10,000,000 - 20,000,000",0,60c18a9bb726da3db502b54f,Grinding Gear Games,"Action,Adventure,Free to Play,Indie,Massively Multiplayer,RPG",2013-10-23T00:00:00.000Z, 91% 
Dota 2,"100,000,000 - 200,000,000",0,60c18a9bb726da3db502b550,Valve,"Action,Free to Play,Strategy",2013-07-09T00:00:00.000Z, 85% 
Counter-Strike: Global Offensive,"50,000,000 - 100,000,000",0,60c18a9bb726da3db502b551,"Valve,Hidden Path Entertainment","Action,Free to Play",2012-08-21T00:00:00.000Z, 86% 
Plants vs. Zombies GOTY Edition,"2,000,000 - 5,000,000",4.99,60c18a9bb726da3db502b552,"PopCap Games, Inc.",Strategy,2009-05-05T00:00:00.000Z, 96% 
Production Line : Car factory simulation,"100,000 - 200,000",24.99,60c18a9bb726da3db502b553,Positech Games,"Indie,Simulation,Strategy",2019-03-07T00:00:00.000Z, 85% 
Mirror,"2,000,000 - 5,000,000",1.99,60c18a9bb726da3db502b554,KAGAMI WORKs,"Adventure,Indie,RPG",2018-04-19T00:00:00.000Z, 96% 
Totally Accurate Battlegrounds,"1,000,000 - 2,000,000",4.99,60c18a9bb726da3db502b555,Landfall,"Action,Indie",2018-06-05T00:00:00.000Z, 72% 
100% Orange Juice,"500,000 - 1,000,000",6.99,60c18a9bb726da3db502b556,Orange_Juice,"Indie,Strategy",2013-09-10T00:00:00.000Z, 94% 
Moonlighter,"500,000 - 1,000,000",19.99,60c18a9bb726da3db502b557,Digital Sun,"Action,Adventure,Indie",2018-05-29T00:00:00.000Z, 77% 
Battlerite,"2,000,000 - 5,000,000",0,60c18a9bb726da3db502b558,Stunlock Studios,"Action,Free to Play",2017-11-08T00:00:00.000Z, 83% 
Yakuza Kiwami,"200,000 - 500,000",19.99,60c18a9bb726da3db502b559,SEGA,"Action,Adventure,RPG",2019-02-19T00:00:00.000Z, 92% 
Firewatch,"1,000,000 - 2,000,000",19.99,60c18a9bb726da3db502b55a,Campo Santo,"Adventure,Indie",2016-02-09T00:00:00.000Z, 85% 
Saints Row IV,"2,000,000 - 5,000,000",14.99,60c18a9bb726da3db502b55b,Deep Silver Volition,"Action,Adventure",2013-08-19T00:00:00.000Z, 91% 
Lobotomy Corporation | Monster Management Simulation,"500,000 - 1,000,000",24.99,60c18a9bb726da3db502b55c,Project Moon,"Indie,Simulation",2018-04-09T00:00:00.000Z, 89% 
911 Operator,"500,000 - 1,000,000",88.94,60c18a9bb726da3db502b55d,Jutsu Games,"Casual,Indie,Simulation,Strategy",2017-02-24T00:00:00.000Z, 82% 
Geometry Dash,"2,000,000 - 5,000,000",3.99,60c18a9bb726da3db502b55e,RobTop Games,"Action,Indie",2014-12-22T00:00:00.000Z, 94% 
Black Mesa,"2,000,000 - 5,000,000",19.99,60c18a9bb726da3db502b55f,Crowbar Collective,"Action,Adventure,Indie,Early Access",2015-05-05T00:00:00.000Z, 93% 
Unturned,"20,000,000 - 50,000,000",0,60c18a9bb726da3db502b560,Smartly Dressed Games,"Action,Adventure,Casual,Free to Play,Indie",2017-07-07T00:00:00.000Z, 90% 
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,"1,000,000 - 2,000,000",29.99,60c18a9bb726da3db502b561,CyberConnect2 Co. Ltd.,"Action,Adventure",2016-02-04T00:00:00.000Z, 82% 
Star Trek Timelines,"200,000 - 500,000",0,60c18a9bb726da3db502b562,Disruptor Beam Inc.,"Adventure,Free to Play,RPG,Strategy",2016-01-14T00:00:00.000Z, 51% 
Railway Empire,"500,000 - 1,000,000",49.99,60c18a9bb726da3db502b563,Gaming Minds Studios,"Simulation,Strategy",2018-01-26T00:00:00.000Z, 79% 
AdVenture Capitalist,"5,000,000 - 10,000,000",0,60c18a9bb726da3db502b564,Hyper Hippo Games,"Casual,Free to Play,Indie",2015-03-30T00:00:00.000Z, 89% 
Lethal League Blaze,"200,000 - 500,000",19.99,60c18a9bb726da3db502b565,Team Reptile,"Action,Indie,Sports",2018-10-24T00:00:00.000Z, 96% 
Getting Over It with Bennett Foddy,"2,000,000 - 5,000,000",7.99,60c18a9bb726da3db502b566,Bennett Foddy,Action,2017-12-06T00:00:00.000Z, 79% 
Saints Row: The Third,"2,000,000 - 5,000,000",9.99,60c18a9bb726da3db502b567,Volition,Action,2011-11-14T00:00:00.000Z, 95% 
Super Animal Royale,"500,000 - 1,000,000",12.99,60c18a9bb726da3db502b568,Pixile,"Action,Adventure,Casual,Indie,Massively Multiplayer,Early Access",2018-12-12T00:00:00.000Z, 96% 
Workers & Resources: Soviet Republic,"200,000 - 500,000",24.99,60c18a9bb726da3db502b569,3Division,"Indie,Simulation,Strategy,Early Access",2019-03-15T00:00:00.000Z, 81% 
FTL: Faster Than Light,"1,000,000 - 2,000,000",9.99,60c18a9bb726da3db502b56a,Subset Games,"Indie,Simulation,Strategy",2012-09-14T00:00:00.000Z, 96% 
Total War: NAPOLEON – Definitive Edition,"1,000,000 - 2,000,000",24.99,60c18a9bb726da3db502b56b,"CREATIVE ASSEMBLY,Feral Interactive (Mac)",Strategy,2010-02-25T00:00:00.000Z, 88% 
Green Hell,"500,000 - 1,000,000",19.99,60c18a9bb726da3db502b56c,Creepy Jar,"Indie,Simulation,Early Access",2018-08-29T00:00:00.000Z, 83% 
Fallout Shelter,"5,000,000 - 10,000,000",0,60c18a9bb726da3db502b56d,Bethesda Game Studios,"Free to Play,RPG,Simulation",2017-03-29T00:00:00.000Z, 85% 
Plague Inc: Evolved,"2,000,000 - 5,000,000",14.99,60c18a9bb726da3db502b56e,Ndemic Creations,"Casual,Indie,Simulation,Strategy",2016-02-18T00:00:00.000Z, 93% 
Grand Theft Auto: San Andreas,"5,000,000 - 10,000,000",14.99,60c18a9bb726da3db502b56f,Rockstar Games,Action,2005-06-06T00:00:00.000Z, 88% 
Dead Cells,"2,000,000 - 5,000,000",24.99,60c18a9bb726da3db502b570,Motion Twin,"Action,Indie",2018-08-06T00:00:00.000Z, 94% 
Dungeon Defenders II,"2,000,000 - 5,000,000",0,60c18a9bb726da3db502b571,Trendy Entertainment,"Action,Free to Play,Indie,RPG,Strategy",2017-06-20T00:00:00.000Z, 73% 
Among Us,"20,000,000 - 50,000,000",4.99,60c18a9bb726da3db502b572,Innersloth,Casual,2018-11-16T00:00:00.000Z, 84% 
Tales of Zestiria,"500,000 - 1,000,000",49.99,60c18a9bb726da3db502b573,BANDAI NAMCO Studio Inc.,RPG,2015-10-19T00:00:00.000Z, 84% 
Fallout 2: A Post Nuclear Role Playing Game,"500,000 - 1,000,000",9.99,60c18a9bb726da3db502b574,Black Isle Studios,RPG,1998-12-01T00:00:00.000Z, 93% 
Revelation Online,"200,000 - 500,000",0,60c18a9bb726da3db502b575,Netease Games,"Free to Play,Massively Multiplayer,RPG",2017-02-27T00:00:00.000Z, 49% 
Bloons TD 5,"200,000 - 500,000",9.99,60c18a9bb726da3db502b576,Ninja Kiwi,"Action,Strategy",2014-11-19T00:00:00.000Z, 91% 
SpeedRunners,"2,000,000 - 5,000,000",0,60c18a9bb726da3db502b577,DoubleDutch Games,"Action,Casual,Indie,Racing,Sports",2016-04-19T00:00:00.000Z, 93% 
Nova Drift,"200,000 - 500,000",14.99,60c18a9bb726da3db502b578,Chimeric,"Action,Indie,Early Access",2019-03-27T00:00:00.000Z, 99% 
Hand Simulator,"1,000,000 - 2,000,000",1.99,60c18a9bb726da3db502b579,HFM Games,Simulation,2017-07-18T00:00:00.000Z, 78% 
Poly Bridge,"500,000 - 1,000,000",9.99,60c18a9bb726da3db502b57a,Dry Cactus,"Indie,Simulation",2016-07-12T00:00:00.000Z, 88% 
Counter-Strike,"10,000,000 - 20,000,000",9.99,60c18a9bb726da3db502b57b,Valve,Action,2000-11-01T00:00:00.000Z, 96% 
Niche - a genetics survival game,"200,000 - 500,000",17.99,60c18a9bb726da3db502b57c,Stray Fawn Studio,"Indie,Simulation,Strategy",2016-09-15T00:00:00.000Z, 87% 
Soundpad,"1,000,000 - 2,000,000",0,60c18a9bb726da3db502b57d,Leppsoft,"Audio Production,Utilities",2016-11-09T00:00:00.000Z, 93% 
Tomb Raider,"5,000,000 - 10,000,000",19.99,60c18a9bb726da3db502b57e,"Crystal Dynamics,Eidos-Montréal,Feral Interactive (Mac),Feral Interactive (Linux)","Action,Adventure",2013-03-04T00:00:00.000Z, 95% 
Little Nightmares,"2,000,000 - 5,000,000",19.99,60c18a9bb726da3db502b57f,Tarsier Studios,Adventure,2017-04-27T00:00:00.000Z, 88% 
The Legend of Heroes: Trails in the Sky,"200,000 - 500,000",19.99,60c18a9bb726da3db502b580,Nihon Falcom,RPG,2014-07-29T00:00:00.000Z, 91% 
圣女战旗 Banner of the Maid,"200,000 - 500,000",16.99,60c18a9bb726da3db502b581,Azure Flame Studio,"Indie,RPG,Strategy",2019-05-27T00:00:00.000Z, 83% 
VEGAS Pro 14 Edit Steam Edition,"0 - 20,000",598,60c18a9bb726da3db502b582,MAGIX Software GmbH,Video Production,2016-09-30T00:00:00.000Z, 77% 
The Legend of Heroes: Trails in the Sky SC,"100,000 - 200,000",29.99,60c18a9bb726da3db502b583,Nihon Falcom,RPG,2015-10-29T00:00:00.000Z, 97% 
Idling to Rule the Gods,"200,000 - 500,000",0,60c18a9bb726da3db502b584,Shugasu GmbH,"Casual,Indie",2016-05-27T00:00:00.000Z, 86% 
Batman: Arkham City - Game of the Year Edition,"2,000,000 - 5,000,000",19.99,60c18a9bb726da3db502b585,"Rocksteady Studios,Feral Interactive (Mac)","Action,Adventure",2012-09-07T00:00:00.000Z, 94% 
